"","trt","value","date","offspring","vialnum","date2","date3","trt_date","egg_laying_duration","cum_female","vial","interval","fecundity","trt_date2"
"881","13g-12","55","42558",55,"12","0",29,"13g-12_42558",0.758333333338669,16,"13g",4,18.1318681317406,"13g_29"
"882","13g-13","50","42558",50,"13","0",29,"13g-13_42558",0.758333333338669,12,"13g",4,21.9780219778673,"13g_29"
"883","13g-14","124","42558",124,"14","1",28,"13g-14_42558",0.758333333338669,28,"13g",4,23.3594976450476,"13g_28"
"884","13g-15","76","42558",76,"15","1",28,"13g-15_42558",0.757638888891961,10,"13g",4,40.1246562784807,"13g_28"
"885","13g-16","83","42558",83,"16","1",28,"13g-16_42558",0.757638888891961,9,"13g",4,48.6892758934781,"13g_28"
"886","13g-17","18","42558",18,"17","2",27,"13g-17_42558",0.757638888891961,22,"13g",4,4.31964002997999,"13g_27"
"887","13g-18","65","42558",65,"18","2",27,"13g-18_42558",0.757638888891961,11,"13g",4,31.1974002165221,"13g_27"
"888","13g-19","143","42558",143,"19","2",27,"13g-19_42558",0.757638888891961,29,"13g",4,26.0336925944771,"13g_27"
"889","15h-11","147","42558",147,"11","0",29,"15h-11_42558",0.757638888891961,19,"15h",4,40.8471223887581,"15h_29"
"890","15h-12","7","42558",7,"12","0",29,"15h-12_42558",0.757638888891961,11,"15h",4,3.35972002331777,"15h_29"
"891","15h-13","152","42558",152,"13","0",29,"15h-13_42558",0.757638888891961,17,"15h",4,47.2054779746832,"15h_29"
"892","15h-14","109","42558",109,"14","1",28,"15h-14_42558",0.757638888891961,15,"15h",4,38.3648029329333,"15h_28"
"893","15h-15","38","42558",38,"15","1",28,"15h-15_42558",0.757638888891961,17,"15h",4,11.8013694936708,"15h_28"
"894","15h-16","189","42558",189,"16","1",28,"15h-16_42558",0.757638888891961,21,"15h",4,47.5160403297798,"15h_28"
"895","15h-17","144","42558",144,"17","2",27,"15h-17_42558",0.757638888891961,28,"15h",4,27.1520230455885,"15h_27"
"896","15h-18","142","42558",142,"18","2",27,"15h-18_42558",0.757638888891961,20,"15h",4,37.4848762601596,"15h_27"
"897","15h-19","49","42558",49,"19","2",27,"15h-19_42558",0.757638888891961,8,"15h",4,32.3373052244335,"15h_27"
"898","16i-11","0","42558",0,"11","0",29,"16i-11_42558",0.757638888891961,1,"16i",4,0,"16i_29"
"899","16i-12","0","42558",0,"12","0",29,"16i-12_42558",0.757638888891961,1,"16i",4,0,"16i_29"
"900","16i-13","0","42558",0,"13","0",29,"16i-13_42558",0.757638888891961,2,"16i",4,0,"16i_29"
"901","16i-15","0","42558",0,"15","1",28,"16i-15_42558",0.757638888891961,4,"16i",4,0,"16i_28"
"902","16i-17","0","42558",0,"17","2",27,"16i-17_42558",0.757638888891961,5,"16i",4,0,"16i_27"
"903","16i-19","0","42558",0,"19","2",27,"16i-19_42558",0.757638888891961,1,"16i",4,0,"16i_27"
"904","28n-11","2","42558",2,"11","0",29,"28n-11_42558",0.756944444445253,12,"28n",4,0.880733944953188,"28n_29"
"905","28n-12","22","42558",22,"12","0",29,"28n-12_42558",0.756944444445253,10,"28n",4,11.6256880733821,"28n_29"
"906","28n-13","42","42558",42,"13","0",29,"28n-13_42558",0.756944444445253,13,"28n",4,17.0726887790926,"28n_29"
"907","28n-14","7","42558",7,"14","1",28,"28n-14_42558",0.756944444445253,5,"28n",4,7.39816513760678,"28n_28"
"908","28n-15","66","42558",66,"15","1",28,"28n-15_42558",0.756944444445253,13,"28n",4,26.828510938574,"28n_28"
"909","28n-16","25","42558",25,"16","1",28,"28n-16_42558",0.756944444445253,9,"28n",4,14.6788990825531,"28n_28"
"910","28n-17","121","42558",121,"17","2",27,"28n-17_42558",0.756944444445253,19,"28n",4,33.6533075808429,"28n_27"
"911","28n-18","22","42558",22,"18","2",27,"28n-18_42558",0.759027777778101,6,"28n",4,19.3229643183815,"28n_27"
"912","28n-19","116","42558",116,"19","2",27,"28n-19_42558",0.759027777778101,23,"28n",4,26.5786228569042,"28n_27"
"913","30p-11","26","42558",26,"11","0",29,"30p-11_42558",0.759027777778101,8,"30p",4,17.1271729185654,"30p_29"
"914","30p-12","10","42558",10,"12","0",29,"30p-12_42558",0.759027777778101,4,"30p",4,13.1747483988965,"30p_29"
"915","30p-13","21","42558",21,"13","0",29,"30p-13_42558",0.759027777778101,10,"30p",4,11.0667886550731,"30p_29"
"916","30p-14","156","42558",156,"14","1",28,"30p-14_42558",0.759027777778101,28,"30p",4,29.3608678603979,"30p_28"
"917","30p-15","0","42558",0,"15","1",28,"30p-15_42558",0.759027777778101,1,"30p",4,0,"30p_28"
"918","30p-16","14","42558",14,"16","1",28,"30p-16_42558",0.759027777778101,8,"30p",4,9.22232387922754,"30p_28"
"919","30p-18","23","42558",23,"18","2",27,"30p-18_42558",0.759027777778101,10,"30p",4,12.1207685269848,"30p_27"
"920","30p-19","21","42558",21,"19","2",27,"30p-19_42558",0.759027777778101,4,"30p",4,27.6669716376826,"30p_27"
"921","35u-11","11","42558",11,"11","0",29,"35u-11_42558",0.759027777778101,20,"35u",4,2.89844464775723,"35u_29"
"922","35u-12","37","42558",37,"12","0",29,"35u-12_42558",0.759027777778101,13,"35u",4,14.9989443310514,"35u_29"
"923","35u-13","26","42558",26,"13","0",29,"35u-13_42558",0.759027777778101,10,"35u",4,13.7017383348524,"35u_29"
"924","35u-15","60","42558",60,"15","1",28,"35u-15_42558",0.759027777778101,12,"35u",4,26.349496797793,"35u_28"
"925","35u-16","124","42558",124,"16","1",28,"35u-16_42558",0.759027777778101,14,"35u",4,46.6762514703761,"35u_28"
"926","35u-17","83","42558",83,"17","2",27,"35u-17_42558",0.759027777778101,11,"35u",4,39.7637860766694,"35u_27"
"927","35u-18","0","42558",0,"18","2",27,"35u-18_42558",0.759027777778101,2,"35u",4,0,"35u_27"
"928","35u-19","35","42558",35,"19","2",27,"35u-19_42558",0.759027777778101,5,"35u",4,36.8892955169102,"35u_27"
"929","70j-11","93","42558",93,"11","0",29,"70j-11_42558",0.759027777778101,15,"70j",4,32.6733760292633,"70j_29"
"930","70j-12","3","42558",3,"12","0",29,"70j-12_42558",0.759027777778101,8,"70j",4,1.97621225983447,"70j_29"
"931","70j-13","187","42558",187,"13","0",29,"70j-13_42558",0.759027777778101,26,"70j",4,37.9027377014407,"70j_29"
"932","70j-14","139","42558",139,"14","1",28,"70j-14_42558",0.759027777778101,18,"70j",4,40.695333943258,"70j_28"
"933","70j-15","72","42558",72,"15","1",28,"70j-15_42558",0.759027777778101,10,"70j",4,37.9432753888219,"70j_28"
"934","70j-16","19","42558",19,"16","1",28,"70j-16_42558",0.759027777778101,17,"70j",4,5.88988751950667,"70j_28"
"935","70j-17","46","42558",46,"17","2",27,"70j-17_42558",0.758333333338669,10,"70j",4,24.2637362635655,"70j_27"
"936","70j-19","58","42558",58,"19","2",27,"70j-19_42558",0.758333333338669,10,"70j",4,30.5934065931913,"70j_27"
"937","71k-11","53","42558",53,"11","0",29,"71k-11_42558",0.758333333338669,10,"71k",4,27.9560439558472,"71k_29"
"938","71k-12","44","42558",44,"12","0",29,"71k-12_42558",0.758333333338669,3,"71k",4,77.362637362093,"71k_29"
"939","71k-13","112","42558",112,"13","0",29,"71k-13_42558",0.758333333338669,14,"71k",4,42.1978021975053,"71k_29"
"940","71k-14","100","42558",100,"14","1",28,"71k-14_42558",0.758333333338669,13,"71k",4,40.5748098052935,"71k_28"
"941","71k-15","43","42558",43,"15","1",28,"71k-15_42558",0.758333333338669,13,"71k",4,17.4471682162762,"71k_28"
"942","71k-16","88","42558",88,"16","1",28,"71k-16_42558",0.758333333338669,8,"71k",4,58.0219780215698,"71k_28"
"943","71k-17","7","42558",7,"17","2",27,"71k-17_42558",0.758333333338669,2,"71k",4,18.4615384614086,"71k_27"
"944","71k-18","30","42558",30,"18","2",27,"71k-18_42558",0.758333333338669,3,"71k",4,52.7472527468816,"71k_27"
"945","71k-19","73","42558",73,"19","2",27,"71k-19_42558",0.758333333338669,12,"71k",4,32.0879120876863,"71k_27"
"946","75o-12","46","42558",46,"12","0",29,"75o-12_42558",0.758333333338669,11,"75o",4,22.0579420577869,"75o_29"
"947","75o-13","136","42558",136,"13","0",29,"75o-13_42558",0.758333333338669,16,"75o",4,44.8351648348494,"75o_29"
"948","75o-14","190","42558",190,"14","1",28,"75o-14_42558",0.758333333338669,25,"75o",4,40.08791208763,"75o_28"
"949","75o-15","37","42558",37,"15","1",28,"75o-15_42558",0.758333333338669,7,"75o",4,27.8806907376374,"75o_28"
"950","75o-16","62","42558",62,"16","1",28,"75o-16_42558",0.758333333338669,8,"75o",4,40.8791208788332,"75o_28"
"951","75o-17","197","42558",197,"17","2",27,"75o-17_42558",0.758333333338669,23,"75o",4,45.1791686571116,"75o_27"
"952","75o-18","107","42558",107,"18","2",27,"75o-18_42558",0.758333333338669,21,"75o",4,26.8759811615063,"75o_27"
"953","75o-19","150","42558",150,"19","2",27,"75o-19_42558",0.758333333338669,14,"75o",4,56.5149136573732,"75o_27"
"954","GDH-11","3","42558",3,"11","0",29,"GDH-11_42558",0.754861111112405,8,"GDH",4,1.98712051517599,"GDH_29"
"955","GDH-12","236","42558",236,"12","0",29,"GDH-12_42558",0.754861111112405,23,"GDH",4,54.3722251109024,"GDH_29"
"956","GDH-13","149","42558",149,"13","0",29,"GDH-13_42558",0.754861111112405,25,"GDH",4,31.581968721197,"GDH_29"
"957","GDH-14","45","42558",45,"14","1",28,"GDH-14_42558",0.754861111112405,21,"GDH",4,11.3549743724342,"GDH_28"
"958","GDH-15","72","42558",72,"15","1",28,"GDH-15_42558",0.754861111112405,28,"GDH",4,13.6259692469211,"GDH_28"
"959","GDH-16","143","42558",143,"16","1",28,"GDH-16_42558",0.754861111112405,29,"GDH",4,26.1294927512797,"GDH_28"
"960","GDH-17","128","42558",128,"17","2",27,"GDH-17_42558",0.754861111112405,21,"GDH",4,32.2985937704795,"GDH_27"
"961","GDH-18","26","42558",26,"18","2",27,"GDH-18_42558",0.754861111112405,14,"GDH",4,9.84097778944299,"GDH_27"
"962","GDH-19","18","42558",18,"19","2",27,"GDH-19_42558",0.754861111112405,6,"GDH",4,15.8969641214079,"GDH_27"
"963","GNDH-11","2","42558",2,"11","0",29,"GNDH-11_42558",0.754861111112405,12,"GNDH",4,0.88316467341155,"GNDH_29"
"964","GNDH-12","0","42558",0,"12","0",29,"GNDH-12_42558",0.756249999998545,15,"GNDH",4,0,"GNDH_29"
"965","GNDH-13","7","42558",7,"13","0",29,"GNDH-13_42558",0.756249999998545,10,"GNDH",4,3.7024793388501,"GNDH_29"
"966","GNDH-14","41","42558",41,"14","1",28,"GNDH-14_42558",0.756249999998545,13,"GNDH",4,16.6815003178961,"GNDH_28"
"967","GNDH-15","105","42558",105,"15","1",28,"GNDH-15_42558",0.756249999998545,18,"GNDH",4,30.8539944904175,"GNDH_28"
"968","GNDH-16","68","42558",68,"16","1",28,"GNDH-16_42558",0.756249999998545,11,"GNDH",4,32.6972201352996,"GNDH_28"
"969","GNDH-17","87","42558",87,"17","2",27,"GNDH-17_42558",0.756249999998545,20,"GNDH",4,23.0082644628542,"GNDH_27"
"970","GNDH-18","309+","42558",500,"18","2",27,"GNDH-18_42558",0.756249999998545,33,"GNDH",4,80.1402454296558,"GNDH_27"
"971","GNDH-19","7","42558",7,"19","2",27,"GNDH-19_42558",0.756249999998545,7,"GNDH",4,5.28925619835729,"GNDH_27"
"972","SDR-11","2","42558",2,"11","0",29,"SDR-11_42558",0.756249999998545,20,"SDR",4,0.528925619835728,"SDR_29"
"973","SDR-12","29","42558",29,"12","0",29,"SDR-12_42558",0.756249999998545,21,"SDR",4,7.30421094058863,"SDR_29"
"974","SDR-13","34","42558",34,"13","0",29,"SDR-13_42558",0.756249999998545,23,"SDR",4,7.81890046713686,"SDR_29"
"975","SDR-14","123","42558",123,"14","1",28,"SDR-14_42558",0.756249999998545,23,"SDR",4,28.2860222781716,"SDR_28"
"976","SDR-15","85","42558",85,"15","1",28,"SDR-15_42558",0.756249999998545,30,"SDR",4,14.9862258953456,"SDR_28"
"977","SDR-16","8","42558",8,"16","1",28,"SDR-16_42558",0.756249999998545,14,"SDR",4,3.02243211334702,"SDR_28"
"978","SDR-17","6","42558",6,"17","2",27,"SDR-17_42558",0.756249999998545,6,"SDR",4,5.28925619835729,"SDR_27"
"979","SDR-18","30","42558",30,"18","2",27,"SDR-18_42558",0.756249999998545,12,"SDR",4,13.2231404958932,"SDR_27"
"980","SDR-19","18","42558",18,"19","2",27,"SDR-19_42558",0.756944444437977,11,"SDR",4,8.64720600507805,"SDR_27"
"981","PVEC-11","20","42558",20,"11","0",29,"PVEC-11_42558",0.756249999998545,17,"PVEC",4,6.22265435100857,"PVEC_29"
"982","PVEC-12","20","42558",20,"12","0",29,"PVEC-12_42558",0.756249999998545,24,"PVEC",4,4.40771349863107,"PVEC_29"
"983","PVEC-13","146","42558",146,"13","0",29,"PVEC-13_42558",0.756249999998545,31,"PVEC",4,24.9106904825859,"PVEC_29"
"984","PVEC-14","31","42558",31,"14","1",28,"PVEC-14_42558",0.756249999998545,15,"PVEC",4,10.9311294766051,"PVEC_28"
"985","PVEC-15","36","42558",36,"15","1",28,"PVEC-15_42558",0.756249999998545,15,"PVEC",4,12.6942148760575,"PVEC_28"
"986","PVEC-16","144","42558",144,"16","1",28,"PVEC-16_42558",0.756249999998545,22,"PVEC",4,34.6205860256113,"PVEC_28"
"987","PVEC-17","126","42558",126,"17","2",27,"PVEC-17_42558",0.756249999998545,21,"PVEC",4,31.7355371901437,"PVEC_27"
"988","PVEC-18","40","42558",40,"18","2",27,"PVEC-18_42558",0.756249999998545,13,"PVEC",4,16.274634456484,"PVEC_27"
"989","PVEC-19","70","42558",70,"19","2",27,"PVEC-19_42558",0.756249999998545,31,"PVEC",4,11.9434817382261,"PVEC_27"
"990","Lgno-12","0","42558",0,"12","0",29,"Lgno-12_42558",0.756944444437977,2,"Lgno",4,0,"Lgno_29"
"991","Lgno-13","0","42558",0,"13","0",29,"Lgno-13_42558",0.756944444437977,5,"Lgno",4,0,"Lgno_29"
"992","Lgno-14","0","42558",0,"14","1",28,"Lgno-14_42558",0.756944444437977,2,"Lgno",4,0,"Lgno_28"
"993","Ax-13","79","42558",79,"13","0",29,"Ax-13_42558",0.756944444437977,9,"Ax",4,46.3853211013138,"Ax_29"
"994","Ax-14","101","42558",101,"14","1",28,"Ax-14_42558",0.756944444437977,19,"Ax",4,28.0907774024612,"Ax_28"
"995","Ax-16","11","42558",11,"16","1",28,"Ax-16_42558",0.756944444437977,1,"Ax",4,58.1284403674691,"Ax_28"
"996","Ax-18","196","42558",196,"18","2",27,"Ax-18_42558",0.757638888891961,23,"Ax",4,44.9910333557336,"Ax_27"
"997","Gno-11","48","42558",48,"11","0",29,"Gno-11_42558",0.756944444437977,22,"Gno",4,11.5296080067707,"Gno_29"
"998","Gno-12","6","42558",6,"12","0",29,"Gno-12_42558",0.756944444437977,13,"Gno",4,2.43895553989381,"Gno_29"
"999","Gno-13","79","42558",79,"13","0",29,"Gno-13_42558",0.756944444437977,16,"Gno",4,26.091743119489,"Gno_29"
"1000","Gno-14","11","42558",11,"14","1",28,"Gno-14_42558",0.756944444437977,3,"Gno",4,19.3761467891564,"Gno_28"
"1001","Gno-15","14","42558",14,"15","1",28,"Gno-15_42558",0.756944444437977,8,"Gno",4,9.24770642209736,"Gno_28"
"1002","Gno-16","47","42558",47,"16","1",28,"Gno-16_42558",0.756944444437977,14,"Gno",4,17.7404980342276,"Gno_28"
"1003","Gno-18","10","42558",10,"18","2",27,"Gno-18_42558",0.756944444437977,8,"Gno",4,6.6055045872124,"Gno_27"
"1004","Gno-19","66","42558",66,"19","2",27,"Gno-19_42558",0.756944444437977,14,"Gno",4,24.9121887289153,"Gno_27"
"1005","7636-11","109","42558",109,"11","0",29,"7636-11_42558",0.757638888891961,2,"7636",4,287.736021997,"7636_29"
"1006","7636-12","78","42558",78,"12","0",29,"7636-12_42558",0.757638888891961,9,"7636",4,45.7561869842324,"7636_29"
"1007","7636-14","174","42558",174,"14","1",28,"7636-14_42558",0.754861111112405,30,"7636",4,30.7341306347219,"7636_28"
"1008","7636-15","148","42558",148,"15","1",28,"7636-15_42558",0.754861111112405,21,"7636",4,37.345249047117,"7636_28"
"1009","7636-16","134","42558",134,"16","1",28,"7636-16_42558",0.754861111112405,29,"7636",4,24.4849792214788,"7636_28"
"1010","7636-17","71","42558",71,"17","2",27,"7636-17_42558",0.754861111112405,17,"7636",4,22.1310676984306,"7636_27"
"1011","7636-19","125","42558",125,"19","2",27,"7636-19_42558",0.754861111112405,20,"7636",4,33.1186752529331,"7636_27"
"1012","10862-11","78","42558",78,"11","0",29,"10862-11_42558",0.754861111112405,20,"10862",4,20.6660533578303,"10862_29"
"1013","10862-12","80","42558",80,"12","0",29,"10862-12_42558",0.754861111112405,17,"10862",4,24.9364143080908,"10862_29"
"1014","10862-13","65","42558",65,"13","0",29,"10862-13_42558",0.754861111112405,17,"10862",4,20.2608366253238,"10862_29"
"1015","10862-14","145","42558",145,"14","1",28,"10862-14_42558",0.754861111112405,24,"10862",4,32.0147194111687,"10862_28"
"1016","10862-15","35","42558",35,"15","1",28,"10862-15_42558",0.754861111112405,19,"10862",4,9.76129375875924,"10862_28"
"1017","10862-16","120","42558",120,"16","1",28,"10862-16_42558",0.754861111112405,17,"10862",4,37.4046214621362,"10862_28"
"1018","10862-17","232","42558",232,"17","2",27,"10862-17_42558",0.754861111112405,24,"10862",4,51.2235510578699,"10862_27"
"1019","10862-18","228","42558",228,"18","2",27,"10862-18_42558",0.754861111112405,30,"10862",4,40.2723091075667,"10862_27"
"1020","10862-19","173","42558",173,"19","2",27,"10862-19_42558",0.754861111112405,22,"10862",4,41.6693150455086,"10862_27"
"1021","1a-11","0","42562",0,"11","0",33,"1a-11_42562",0.747222222220444,1,"1a",3,0,"1a_33"
"1022","1a-14","8","42562",8,"14","1",32,"1a-14_42562",0.747222222220444,8,"1a",3,4.01486988848539,"1a_32"
"1023","1a-15","2","42562",2,"15","1",32,"1a-15_42562",0.747222222220444,11,"1a",3,0.72997634336098,"1a_32"
"1024","1a-16","24","42562",24,"16","1",32,"1a-16_42562",0.747222222220444,10,"1a",3,9.63568773236494,"1a_32"
"1025","1a-17","8","42562",8,"17","2",31,"1a-17_42562",0.747222222220444,8,"1a",3,4.01486988848539,"1a_31"
"1026","1a-18","62","42562",62,"18","2",31,"1a-18_42562",0.747222222220444,13,"1a",3,19.1478410066226,"1a_31"
"1027","1a-19","100","42562",100,"19","2",31,"1a-19_42562",0.747222222220444,11,"1a",3,36.498817168049,"1a_31"
"1028","2b-11","5","42562",5,"11","0",33,"2b-11_42562",0.747222222220444,13,"2b",3,1.54418072634054,"2b_33"
"1029","2b-12","0","42562",0,"12","0",33,"2b-12_42562",0.747222222220444,10,"2b",3,0,"2b_33"
"1030","2b-13","24","42562",24,"13","0",33,"2b-13_42562",0.747222222220444,9,"2b",3,10.7063197026277,"2b_33"
"1031","2b-15","14","42562",14,"15","1",32,"2b-15_42562",0.747222222220444,12,"2b",3,4.68401486989962,"2b_32"
"1032","2b-17","6","42562",6,"17","2",31,"2b-17_42562",0.747222222220444,9,"2b",3,2.67657992565693,"2b_31"
"1033","2b-18","40","42562",40,"18","2",31,"2b-18_42562",0.747222222220444,17,"2b",3,9.44675267878916,"2b_31"
"1034","2b-19","12","42562",12,"19","2",31,"2b-19_42562",0.747222222220444,10,"2b",3,4.81784386618247,"2b_31"
"1035","3c-11","14","42562",14,"11","0",33,"3c-11_42562",0.747222222220444,18,"3c",3,3.12267657993308,"3c_33"
"1036","3c-12","2","42562",2,"12","0",33,"3c-12_42562",0.747222222220444,13,"3c",3,0.617672290536214,"3c_33"
"1037","3c-13","0","42562",0,"13","0",33,"3c-13_42562",0.747222222220444,3,"3c",3,0,"3c_33"
"1038","3c-14","0","42562",0,"14","1",32,"3c-14_42562",0.747222222220444,1,"3c",3,0,"3c_32"
"1039","3c-15","54","42562",54,"15","1",32,"3c-15_42562",0.747222222220444,16,"3c",3,13.5501858736382,"3c_32"
"1040","3c-16","0","42562",0,"16","1",32,"3c-16_42562",0.747222222220444,4,"3c",3,0,"3c_32"
"1041","3c-18","23","42562",23,"18","2",31,"3c-18_42562",0.747222222220444,19,"3c",3,4.86010565448232,"3c_31"
"1042","3c-19","0","42562",0,"19","2",31,"3c-19_42562",0.747222222220444,4,"3c",3,0,"3c_31"
"1043","4d-11","0","42562",0,"11","0",33,"4d-11_42562",0.746527777781012,5,"4d",3,0,"4d_33"
"1044","4d-12","0","42562",0,"12","0",33,"4d-12_42562",0.746527777781012,2,"4d",3,0,"4d_33"
"1045","4d-13","5","42562",5,"13","0",33,"4d-13_42562",0.746527777781012,6,"4d",3,3.34883720928782,"4d_33"
"1046","4d-14","0","42562",0,"14","1",32,"4d-14_42562",0.746527777781012,14,"4d",3,0,"4d_32"
"1047","4d-15","0","42562",0,"15","1",32,"4d-15_42562",0.746527777781012,2,"4d",3,0,"4d_32"
"1048","4d-16","11","42562",11,"16","1",32,"4d-16_42562",0.746527777781012,10,"4d",3,4.42046511625992,"4d_32"
"1049","4d-17","0","42562",0,"17","2",31,"4d-17_42562",0.746527777781012,5,"4d",3,0,"4d_31"
"1050","4d-18","12","42562",12,"18","2",31,"4d-18_42562",0.746527777781012,20,"4d",3,2.41116279068723,"4d_31"
"1051","4d-19","1","42562",1,"19","2",31,"4d-19_42562",0.746527777781012,9,"4d",3,0.446511627905043,"4d_31"
"1052","11c-11","0","42562",0,"11","0",33,"11c-11_42562",0.746527777781012,4,"11c",3,0,"11c_33"
"1053","11c-12","5","42562",5,"12","0",33,"11c-12_42562",0.746527777781012,8,"11c",3,2.51162790696586,"11c_33"
"1054","11c-13","1","42562",1,"13","0",33,"11c-13_42562",0.746527777781012,6,"11c",3,0.669767441857564,"11c_33"
"1055","11c-14","0","42562",0,"14","1",32,"11c-14_42562",0.746527777781012,2,"11c",3,0,"11c_32"
"1056","11c-15","0","42562",0,"15","1",32,"11c-15_42562",0.746527777781012,5,"11c",3,0,"11c_32"
"1057","11c-16","4","42562",4,"16","1",32,"11c-16_42562",0.746527777781012,3,"11c",3,5.35813953486051,"11c_32"
"1058","11c-17","0","42562",0,"17","2",31,"11c-17_42562",0.746527777781012,2,"11c",3,0,"11c_31"
"1059","11c-18","40","42562",40,"18","2",31,"11c-18_42562",0.746527777781012,13,"11c",3,12.3649373881396,"11c_31"
"1060","11c-19","0","42562",0,"19","2",31,"11c-19_42562",0.746527777781012,16,"11c",3,0,"11c_31"
"1061","13g-11","7","42562",7,"11","0",33,"13g-11_42562",0.738888888889051,17,"13g",3,1.67182662538663,"13g_33"
"1062","13g-12","6","42562",6,"12","0",33,"13g-12_42562",0.738888888889051,13,"13g",3,1.87391555812567,"13g_33"
"1063","13g-13","1","42562",1,"13","0",33,"13g-13_42562",0.738888888889051,12,"13g",3,0.33834586466158,"13g_33"
"1064","13g-14","12","42562",12,"14","1",32,"13g-14_42562",0.738888888889051,28,"13g",3,1.74006444683098,"13g_32"
"1065","13g-15","8","42562",8,"15","1",32,"13g-15_42562",0.743750000001455,10,"13g",3,3.22689075629621,"13g_32"
"1066","13g-16","24","42562",24,"16","1",32,"13g-16_42562",0.743750000001455,9,"13g",3,10.7563025209874,"13g_32"
"1067","13g-17","10","42562",10,"17","2",31,"13g-17_42562",0.743750000001455,21,"13g",3,1.92076830731917,"13g_31"
"1068","13g-18","50","42562",50,"18","2",31,"13g-18_42562",0.743750000001455,11,"13g",3,18.3346065698648,"13g_31"
"1069","13g-19","84","42562",84,"19","2",31,"13g-19_42562",0.743750000001455,29,"13g",3,11.6835699796932,"13g_31"
"1070","15h-11","136","42562",136,"11","0",33,"15h-11_42562",0.743750000001455,19,"15h",3,28.8721804510713,"15h_33"
"1071","15h-12","18","42562",18,"12","0",33,"15h-12_42562",0.743750000001455,10,"15h",3,7.26050420166647,"15h_33"
"1072","15h-13","40","42562",40,"13","0",33,"15h-13_42562",0.743750000001455,17,"15h",3,9.49085516557708,"15h_33"
"1073","15h-14","35","42562",35,"14","1",32,"15h-14_42562",0.743750000001455,15,"15h",3,9.41176470586394,"15h_32"
"1074","15h-15","0","42562",0,"15","1",32,"15h-15_42562",0.743750000001455,17,"15h",3,0,"15h_32"
"1075","15h-16","107","42562",107,"16","1",32,"15h-16_42562",0.743750000001455,21,"15h",3,20.5522208883151,"15h_32"
"1076","15h-17","134","42562",134,"17","2",31,"15h-17_42562",0.743750000001455,28,"15h",3,19.3037214885577,"15h_31"
"1077","15h-18","114","42562",114,"18","2",31,"15h-18_42562",0.743750000001455,20,"15h",3,22.9915966386105,"15h_31"
"1078","15h-19","8","42562",8,"19","2",31,"15h-19_42562",0.743750000001455,7,"15h",3,4.60984393756601,"15h_31"
"1079","16i-11","0","42562",0,"11","0",33,"16i-11_42562",0.743750000001455,1,"16i",3,0,"16i_33"
"1080","16i-13","0","42562",0,"13","0",33,"16i-13_42562",0.743750000001455,1,"16i",3,0,"16i_33"
"1081","16i-15","0","42562",0,"15","1",32,"16i-15_42562",0.743750000001455,3,"16i",3,0,"16i_32"
"1082","16i-17","0","42562",0,"17","2",31,"16i-17_42562",0.743750000001455,4,"16i",3,0,"16i_31"
"1083","28n-11","18","42562",18,"11","0",33,"28n-11_42562",0.746527777781012,12,"28n",3,6.02790697671807,"28n_33"
"1084","28n-12","6","42562",6,"12","0",33,"28n-12_42562",0.746527777781012,10,"28n",3,2.41116279068723,"28n_33"
"1085","28n-13","7","42562",7,"13","0",33,"28n-13_42562",0.746527777781012,12,"28n",3,2.34418604650147,"28n_33"
"1086","28n-14","5","42562",5,"14","1",32,"28n-14_42562",0.746527777781012,5,"28n",3,4.01860465114538,"28n_32"
"1087","28n-15","28","42562",28,"15","1",32,"28n-15_42562",0.746527777781012,12,"28n",3,9.37674418600589,"28n_32"
"1088","28n-16","0","42562",0,"16","1",32,"28n-16_42562",0.746527777781012,9,"28n",3,0,"28n_32"
"1089","28n-17","69","42562",69,"17","2",31,"28n-17_42562",0.746527777781012,18,"28n",3,15.404651162724,"28n_31"
"1090","28n-18","27","42562",27,"18","2",31,"28n-18_42562",0.747916666659876,6,"28n",3,18.0501392759299,"28n_31"
"1091","28n-19","48","42562",48,"19","2",31,"28n-19_42562",0.747916666659876,23,"28n",3,8.37107908448923,"28n_31"
"1092","30p-11","1","42562",1,"11","0",33,"30p-11_42562",0.747916666659876,8,"30p",3,0.50139275766472,"30p_33"
"1093","30p-12","8","42562",8,"12","0",33,"30p-12_42562",0.747916666659876,4,"30p",3,8.02228412263552,"30p_33"
"1094","30p-13","27","42562",27,"13","0",33,"30p-13_42562",0.747916666659876,10,"30p",3,10.8300835655579,"30p_33"
"1095","30p-14","56","42562",56,"14","1",32,"30p-14_42562",0.747916666659876,27,"30p",3,8.3194057568072,"30p_32"
"1096","30p-15","0","42562",0,"15","1",32,"30p-15_42562",0.747916666659876,1,"30p",3,0,"30p_32"
"1097","30p-16","13","42562",13,"16","1",32,"30p-16_42562",0.747916666659876,7,"30p",3,7.44926382816155,"30p_32"
"1098","30p-18","4","42562",4,"18","2",31,"30p-18_42562",0.747916666659876,9,"30p",3,1.78272980503011,"30p_31"
"1099","30p-19","10","42562",10,"19","2",31,"30p-19_42562",0.747916666659876,4,"30p",3,10.0278551532944,"30p_31"
"1100","35u-11","9","42562",9,"11","0",33,"35u-11_42562",0.747916666659876,20,"35u",3,1.80501392759299,"35u_33"
"1101","35u-12","14","42562",14,"12","0",33,"35u-12_42562",0.747916666659876,13,"35u",3,4.31969145064989,"35u_33"
"1102","35u-13","58","42562",58,"13","0",33,"35u-13_42562",0.747916666659876,8,"35u",3,29.0807799445537,"35u_33"
