"","trt","value","date","offspring","vialnum","date2","date3","trt_date","egg_laying_duration","cum_female","vial","interval","fecundity","trt_date2"
"441","PVEC-13","517+","42548",500,"13","0",19,"PVEC-13_42548",0.791666666664241,39,"PVEC",3,48.5829959515658,"PVEC_19"
"442","PVEC-14","400+","42548",500,"14","1",18,"PVEC-14_42548",0.791666666664241,18,"PVEC",3,105.263157895059,"PVEC_18"
"443","PVEC-15","419+","42548",500,"15","1",18,"PVEC-15_42548",0.791666666664241,24,"PVEC",3,78.9473684212945,"PVEC_18"
"444","PVEC-16","428+","42548",500,"16","1",18,"PVEC-16_42548",0.791666666664241,27,"PVEC",3,70.1754385967062,"PVEC_18"
"445","PVEC-17","351+","42548",500,"17","2",17,"PVEC-17_42548",0.791666666664241,26,"PVEC",3,72.8744939273488,"PVEC_17"
"446","PVEC-18","288","42548",288,"18","2",17,"PVEC-18_42548",0.791666666664241,14,"PVEC",3,77.9548872182839,"PVEC_17"
"447","PVEC-19","496+","42548",500,"19","2",17,"PVEC-19_42548",0.791666666664241,34,"PVEC",3,55.7275541797373,"PVEC_17"
"448","Lgno-12","5","42548",5,"12","0",19,"Lgno-12_42548",0.796527777776646,2,"Lgno",3,9.41586748039699,"Lgno_19"
"449","Lgno-13","0","42548",0,"13","0",19,"Lgno-13_42548",0.796527777776646,5,"Lgno",3,0,"Lgno_19"
"450","Lgno-14","8","42548",8,"14","1",18,"Lgno-14_42548",0.796527777776646,2,"Lgno",3,15.0653879686352,"Lgno_18"
"451","Ax-13","441","42548",441,"13","0",19,"Ax-13_42548",0.796527777776646,22,"Ax",3,75.4981374337286,"Ax_19"
"452","Ax-14","340","42548",340,"14","1",18,"Ax-14_42548",0.796527777776646,25,"Ax",3,51.2223190933596,"Ax_18"
"453","Ax-16","174","42548",174,"16","1",18,"Ax-16_42548",0.796527777776646,7,"Ax",3,93.6206252336615,"Ax_18"
"454","Ax-18","453","42548",453,"18","2",17,"Ax-18_42548",0.797222222223354,27,"Ax",3,63.1358885016525,"Ax_17"
"455","Gno-11","388+","42548",500,"11","0",19,"Gno-11_42548",0.796527777776646,27,"Gno",3,69.7471665214592,"Gno_19"
"456","Gno-12","258","42548",258,"12","0",19,"Gno-12_42548",0.796527777776646,19,"Gno",3,51.1430275777352,"Gno_19"
"457","Gno-13","354+","42548",500,"13","0",19,"Gno-13_42548",0.796527777776646,27,"Gno",3,69.7471665214592,"Gno_19"
"458","Gno-14","300","42548",300,"14","1",18,"Gno-14_42548",0.796527777776646,16,"Gno",3,70.6190061029774,"Gno_18"
"459","Gno-15","263","42548",263,"15","1",18,"Gno-15_42548",0.796527777776646,16,"Gno",3,61.9093286836102,"Gno_18"
"460","Gno-16","338+","42548",500,"16","1",18,"Gno-16_42548",0.796527777776646,20,"Gno",3,94.1586748039699,"Gno_18"
"461","Gno-18","374+","42548",500,"18","2",17,"Gno-18_42548",0.796527777776646,24,"Gno",3,78.4655623366416,"Gno_17"
"462","Gno-19","429+","42548",500,"19","2",17,"Gno-19_42548",0.796527777776646,23,"Gno",3,81.8771085251912,"Gno_17"
"463","7636-11","316","42548",316,"11","0",19,"7636-11_42548",0.783333333340124,9,"7636",3,134.468085105217,"7636_19"
"464","7636-12","248","42548",248,"12","0",19,"7636-12_42548",0.783333333340124,14,"7636",3,67.8419452881657,"7636_19"
"465","7636-14","323+","42548",500,"14","1",18,"7636-14_42548",0.786111111112405,32,"7636",3,59.6289752649196,"7636_18"
"466","7636-15","271","42548",271,"15","1",18,"7636-15_42548",0.786111111112405,25,"7636",3,41.3681978797906,"7636_18"
"467","7636-16","471+","42548",500,"16","1",18,"7636-16_42548",0.786111111112405,30,"7636",3,63.6042402825809,"7636_18"
"468","7636-17","412+","42548",500,"17","2",17,"7636-17_42548",0.786111111112405,26,"7636",3,73.3895080183625,"7636_17"
"469","7636-19","319","42548",319,"19","2",17,"7636-19_42548",0.786111111112405,22,"7636",3,55.3356890458453,"7636_17"
"470","10862-11","290+","42548",500,"11","0",19,"10862-11_42548",0.786111111112405,26,"10862",3,73.3895080183625,"10862_19"
"471","10862-12","214+","42548",500,"12","0",19,"10862-12_42548",0.786111111112405,18,"10862",3,106.007067137635,"10862_19"
"472","10862-13","262+","42548",500,"13","0",19,"10862-13_42548",0.786111111112405,22,"10862",3,86.7330549307921,"10862_19"
"473","10862-14","182","42548",182,"14","1",18,"10862-14_42548",0.786111111112405,28,"10862",3,24.8056537102065,"10862_18"
"474","10862-15","100","42548",100,"15","1",18,"10862-15_42548",0.786111111112405,25,"10862",3,15.2650176678194,"10862_18"
"475","10862-16","258+","42548",500,"16","1",18,"10862-16_42548",0.786111111112405,18,"10862",3,106.007067137635,"10862_18"
"476","10862-17","271","42548",271,"17","2",17,"10862-17_42548",0.786111111112405,29,"10862",3,35.6622395515436,"10862_17"
"477","10862-18","315+","42548",500,"18","2",17,"10862-18_42548",0.786111111112405,34,"10862",3,56.1213884846302,"10862_17"
"478","10862-19","267+","42548",500,"19","2",17,"10862-19_42548",0.786111111112405,27,"10862",3,70.6713780917565,"10862_17"
"479","1a-11","48","42551",48,"11","0",22,"1a-11_42551",0.749305555560568,10,"1a",4,25.623725671747,"1a_22"
"480","1a-14","192","42551",192,"14","1",21,"1a-14_42551",0.749305555560568,22,"1a",4,46.5885921304492,"1a_21"
"481","1a-15","123","42551",123,"15","1",21,"1a-15_42551",0.749305555560568,15,"1a",4,43.7738646892345,"1a_21"
"482","1a-16","69","42551",69,"16","1",21,"1a-16_42551",0.749305555560568,14,"1a",4,26.310075466526,"1a_21"
"483","1a-17","123","42551",123,"17","2",20,"1a-17_42551",0.749305555560568,12,"1a",4,54.7173308615432,"1a_20"
"484","1a-18","314+","42551",500,"18","2",20,"1a-18_42551",0.749305555560568,26,"1a",4,102.65915733873,"1a_20"
"485","1a-19","212","42551",212,"19","2",20,"1a-19_42551",0.749305555560568,22,"1a",4,51.4415704773709,"1a_20"
"486","2b-11","118","42551",118,"11","0",22,"2b-11_42551",0.749305555560568,13,"2b",4,48.4551222638806,"2b_22"
"487","2b-12","117","42551",117,"12","0",22,"2b-12_42551",0.749305555560568,14,"2b",4,44.612736660631,"2b_22"
"488","2b-13","182","42551",182,"13","0",22,"2b-13_42551",0.749305555560568,15,"2b",4,64.7710843369161,"2b_22"
"489","2b-15","106","42551",106,"15","1",21,"2b-15_42551",0.749305555560568,16,"2b",4,35.3660797031925,"2b_21"
"490","2b-17","80","42551",80,"17","2",20,"2b-17_42551",0.749305555560568,12,"2b",4,35.5885078774264,"2b_20"
"491","2b-18","190","42551",190,"18","2",20,"2b-18_42551",0.749305555560568,20,"2b",4,50.7136237253327,"2b_20"
"492","2b-19","115","42551",115,"19","2",20,"2b-19_42551",0.749305555560568,12,"2b",4,51.1584800738005,"2b_20"
"493","3c-11","183","42551",183,"11","0",22,"3c-11_42551",0.749305555560568,20,"3c",4,48.8452270617678,"3c_22"
"494","3c-12","63","42551",63,"12","0",22,"3c-12_42551",0.749305555560568,14,"3c",4,24.0222428172628,"3c_22"
"495","3c-13","3","42551",3,"13","0",22,"3c-13_42551",0.749305555560568,4,"3c",4,4.00370713621047,"3c_22"
"496","3c-14","19","42551",19,"14","1",21,"3c-14_42551",0.749305555560568,2,"3c",4,50.7136237253327,"3c_21"
"497","3c-15","264+","42551",500,"15","1",21,"3c-15_42551",0.749305555560568,18,"3c",4,148.285449489277,"3c_21"
"498","3c-16","16","42551",16,"16","1",21,"3c-16_42551",0.749305555560568,4,"3c",4,21.3531047264559,"3c_21"
"499","3c-18","175","42551",175,"18","2",20,"3c-18_42551",0.749305555560568,21,"3c",4,44.4856348467831,"3c_20"
"500","3c-19","29","42551",29,"19","2",20,"3c-19_42551",0.749305555560568,7,"3c",4,22.1157156095436,"3c_20"
"501","4d-11","31","42551",31,"11","0",22,"4d-11_42551",0.753472222226264,6,"4d",4,27.4285714284243,"4d_22"
"502","4d-12","18","42551",18,"12","0",22,"4d-12_42551",0.753472222226264,3,"4d",4,31.8525345620411,"4d_22"
"503","4d-13","97","42551",97,"13","0",22,"4d-13_42551",0.753472222226264,6,"4d",4,85.8248847921663,"4d_22"
"504","4d-14","167","42551",167,"14","1",21,"4d-14_42551",0.753472222226264,15,"4d",4,59.1041474651207,"4d_21"
"505","4d-15","41","42551",41,"15","1",21,"4d-15_42551",0.753472222226264,3,"4d",4,72.5529953913158,"4d_21"
"506","4d-16","236","42551",236,"16","1",21,"4d-16_42551",0.753472222226264,20,"4d",4,62.6433179720142,"4d_21"
"507","4d-17","298","42551",298,"17","2",20,"4d-17_42551",0.753472222226264,22,"4d",4,71.9095098446079,"4d_20"
"508","4d-18","312","42551",312,"18","2",20,"4d-18_42551",0.753472222226264,37,"4d",4,44.7657242493551,"4d_20"
"509","4d-19","189","42551",189,"19","2",20,"4d-19_42551",0.753472222226264,13,"4d",4,77.1811414387919,"4d_20"
"510","11c-11","314+","42551",500,"11","0",22,"11c-11_42551",0.753472222226264,23,"11c",4,115.407733920439,"11c_22"
"511","11c-12","172","42551",172,"12","0",22,"11c-12_42551",0.753472222226264,19,"11c",4,48.0582100409743,"11c_22"
"512","11c-13","91","42551",91,"13","0",22,"11c-13_42551",0.753472222226264,13,"11c",4,37.1612903223813,"11c_22"
"513","11c-14","45","42551",45,"14","1",21,"11c-14_42551",0.753472222226264,5,"11c",4,47.7788018430617,"11c_21"
"514","11c-15","198","42551",198,"15","1",21,"11c-15_42551",0.753472222226264,27,"11c",4,38.930875575828,"11c_21"
"515","11c-16","201","42551",201,"16","1",21,"11c-16_42551",0.753472222226264,19,"11c",4,56.1610477804409,"11c_21"
"516","11c-17","142","42551",142,"17","2",20,"11c-17_42551",0.753472222226264,16,"11c",4,47.1152073730191,"11c_20"
"517","11c-18","220","42551",220,"18","2",20,"11c-18_42551",0.753472222226264,30,"11c",4,38.930875575828,"11c_20"
"518","11c-19","301","42551",301,"19","2",20,"11c-19_42551",0.753472222226264,23,"11c",4,69.4754558201041,"11c_20"
"519","13g-11","194","42551",194,"11","0",22,"13g-11_42551",0.76249999999709,17,"13g",4,59.8649951786277,"13g_22"
"520","13g-12","250","42551",250,"12","0",22,"13g-12_42551",0.76249999999709,17,"13g",4,77.1456123435924,"13g_22"
"521","13g-13","90","42551",90,"13","0",22,"13g-13_42551",0.76249999999709,15,"13g",4,31.4754098361857,"13g_22"
"522","13g-14","121","42551",121,"14","1",21,"13g-14_42551",0.76249999999709,29,"13g",4,21.8880723573475,"13g_21"
"523","13g-15","156","42551",156,"15","1",21,"13g-15_42551",0.761805555557657,11,"13g",4,74.4642413190951,"13g_21"
"524","13g-16","134","42551",134,"16","1",21,"13g-16_42551",0.761805555557657,9,"13g",4,78.1768459432665,"13g_21"
"525","13g-17","122","42551",122,"17","2",20,"13g-17_42551",0.761805555557657,27,"13g",4,23.7253114554192,"13g_20"
"526","13g-18","43","42551",43,"18","2",20,"13g-18_42551",0.761805555557657,13,"13g",4,17.3676460275799,"13g_20"
"527","13g-19","130","42551",130,"19","2",20,"13g-19_42551",0.761805555557657,29,"13g",4,23.5375475433921,"13g_20"
"528","15h-11","113","42551",113,"11","0",22,"15h-11_42551",0.761805555557657,23,"15h",4,25.7968372239786,"15h_22"
"529","15h-12","12","42551",12,"12","0",22,"15h-12_42551",0.761805555557657,11,"15h",4,5.72801856300732,"15h_22"
"530","15h-13","163","42551",163,"13","0",22,"15h-13_42551",0.761805555557657,21,"15h",4,40.7553066804449,"15h_22"
"531","15h-14","123","42551",123,"14","1",21,"15h-14_42551",0.761805555557657,15,"15h",4,43.055606198605,"15h_21"
"532","15h-15","305","42551",305,"15","1",21,"15h-15_42551",0.761805555557657,17,"15h",4,94.2034425435762,"15h_21"
"533","15h-16","80","42551",80,"16","1",21,"15h-16_42551",0.761805555557657,21,"15h",4,20.0026045057398,"15h_21"
"534","15h-17","367+","42551",500,"17","2",20,"15h-17_42551",0.761805555557657,35,"15h",4,75.0097668965244,"15h_20"
"535","15h-18","154+","42551",500,"18","2",20,"15h-18_42551",0.761805555557657,23,"15h",4,114.145297451233,"15h_20"
"536","15h-19","135","42551",135,"19","2",20,"15h-19_42551",0.761805555557657,9,"15h",4,78.7602552413506,"15h_20"
"537","16i-11","0","42551",0,"11","0",22,"16i-11_42551",0.761805555557657,7,"16i",4,0,"16i_22"
"538","16i-12","0","42551",0,"12","0",22,"16i-12_42551",0.761805555557657,16,"16i",4,0,"16i_22"
"539","16i-13","0","42551",0,"13","0",22,"16i-13_42551",0.761805555557657,3,"16i",4,0,"16i_22"
"540","16i-15","0","42551",0,"15","1",21,"16i-15_42551",0.761805555557657,7,"16i",4,0,"16i_21"
"541","16i-17","0","42551",0,"17","2",20,"16i-17_42551",0.761805555557657,20,"16i",4,0,"16i_20"
"542","16i-19","0","42551",0,"19","2",20,"16i-19_42551",0.761805555557657,5,"16i",4,0,"16i_20"
"543","28n-11","202","42551",202,"11","0",22,"28n-11_42551",0.753472222226264,27,"28n",4,39.7173579106932,"28n_22"
"544","28n-12","66","42551",66,"12","0",22,"28n-12_42551",0.753472222226264,16,"28n",4,21.8986175114033,"28n_22"
"545","28n-13","240","42551",240,"13","0",22,"28n-13_42551",0.753472222226264,22,"28n",4,57.9136992037111,"28n_22"
"546","28n-14","109","42551",109,"14","1",21,"28n-14_42551",0.753472222226264,13,"28n",4,44.5118752213139,"28n_21"
"547","28n-15","247","42551",247,"15","1",21,"28n-15_42551",0.753472222226264,19,"28n",4,69.0138248844224,"28n_21"
"548","28n-16","105","42551",105,"16","1",21,"28n-16_42551",0.753472222226264,15,"28n",4,37.1612903223813,"28n_21"
"549","28n-17","285+","42551",500,"17","2",20,"28n-17_42551",0.753472222226264,22,"28n",4,120.653540007731,"28n_20"
"550","28n-18","216","42551",216,"18","2",20,"28n-18_42551",0.759027777778101,13,"28n",4,87.5614047434352,"28n_20"
"551","28n-19","262+","42551",500,"19","2",20,"28n-19_42551",0.759027777778101,24,"28n",4,109.789569990804,"28n_20"
"552","30p-11","146","42551",146,"11","0",22,"30p-11_42551",0.759027777778101,14,"30p",4,54.9575218925396,"30p_22"
"553","30p-12","117","42551",117,"12","0",22,"30p-12_42551",0.759027777778101,10,"30p",4,61.6578225068356,"30p_22"
"554","30p-13","119","42551",119,"13","0",22,"30p-13_42551",0.759027777778101,14,"30p",4,44.7941445562481,"30p_22"
"555","30p-14","285","42551",285,"14","1",21,"30p-14_42551",0.759027777778101,28,"30p",4,53.64004705265,"30p_21"
"556","30p-15","5","42551",5,"15","1",21,"30p-15_42551",0.759027777778101,2,"30p",4,13.1747483988965,"30p_21"
"557","30p-16","136","42551",136,"16","1",21,"30p-16_42551",0.759027777778101,10,"30p",4,71.6706312899969,"30p_21"
"558","30p-18","94","42551",94,"18","2",20,"30p-18_42551",0.759027777778101,13,"30p",4,38.1054261383468,"30p_20"
"559","30p-19","28","42551",28,"19","2",20,"30p-19_42551",0.759027777778101,5,"30p",4,29.5114364135281,"30p_20"
"560","35u-11","227","42551",227,"11","0",22,"35u-11_42551",0.759027777778101,21,"35u",4,56.9651026009429,"35u_22"
"561","35u-12","124","42551",124,"12","0",22,"35u-12_42551",0.759027777778101,14,"35u",4,46.6762514703761,"35u_22"
"562","35u-13","133","42551",133,"13","0",22,"35u-13_42551",0.759027777778101,21,"35u",4,33.3760292772044,"35u_22"
"563","35u-15","210","42551",210,"15","1",21,"35u-15_42551",0.759027777778101,18,"35u",4,61.4821591948503,"35u_21"
"564","35u-16","198","42551",198,"16","1",21,"35u-16_42551",0.759027777778101,19,"35u",4,54.9178985890843,"35u_21"
"565","35u-17","123","42551",123,"17","2",20,"35u-17_42551",0.759027777778101,15,"35u",4,43.2131747483805,"35u_20"
"566","35u-18","4","42551",4,"18","2",20,"35u-18_42551",0.759027777778101,3,"35u",4,7.02653247941146,"35u_20"
"567","35u-19","38","42551",38,"19","2",20,"35u-19_42551",0.759027777778101,7,"35u",4,28.6080250947467,"35u_20"
"568","70j-11","87","42551",87,"11","0",22,"70j-11_42551",0.759027777778101,19,"70j",4,24.1305918042946,"70j_22"
"569","70j-12","12","42551",12,"12","0",22,"70j-12_42551",0.759027777778101,11,"70j",4,5.74898111951847,"70j_22"
"570","70j-13","195","42551",195,"13","0",22,"70j-13_42551",0.759027777778101,32,"70j",4,32.1134492223102,"70j_22"
"571","70j-14","137","42551",137,"14","1",21,"70j-14_42551",0.759027777778101,21,"70j",4,34.3798196314061,"70j_21"
"572","70j-15","47","42551",47,"15","1",21,"70j-15_42551",0.759027777778101,11,"70j",4,22.516842718114,"70j_21"
"573","70j-16","131","42551",131,"16","1",21,"70j-16_42551",0.759027777778101,28,"70j",4,24.6556005750777,"70j_21"
"574","70j-17","104","42551",104,"17","2",20,"70j-17_42551",0.76249999999709,11,"70j",4,49.5976154994442,"70j_20"
"575","70j-19","135","42551",135,"19","2",20,"70j-19_42551",0.76249999999709,11,"70j",4,64.3815201194708,"70j_20"
"576","71k-11","122","42551",122,"11","0",22,"71k-11_42551",0.76249999999709,10,"71k",4,64.0000000002443,"71k_22"
"577","71k-12","41","42551",41,"12","0",22,"71k-12_42551",0.76249999999709,4,"71k",4,53.7704918034839,"71k_22"
"578","71k-13","216","42551",216,"13","0",22,"71k-13_42551",0.76249999999709,18,"71k",4,62.9508196723714,"71k_22"
"579","71k-14","123","42551",123,"14","1",21,"71k-14_42551",0.76249999999709,13,"71k",4,49.6343001262929,"71k_21"
"580","71k-15","134","42551",134,"15","1",21,"71k-15_42551",0.76249999999709,15,"71k",4,46.863387978321,"71k_21"
"581","71k-16","109","42551",109,"16","1",21,"71k-16_42551",0.76249999999709,11,"71k",4,51.9821162446097,"71k_21"
"582","71k-17","63","42551",63,"17","2",20,"71k-17_42551",0.76249999999709,7,"71k",4,47.2131147542786,"71k_20"
"583","71k-18","63","42551",63,"18","2",20,"71k-18_42551",0.76249999999709,8,"71k",4,41.3114754099937,"71k_20"
"584","71k-19","193+","42551",500,"19","2",20,"71k-19_42551",0.76249999999709,20,"71k",4,131.147540984107,"71k_20"
"585","75o-12","138","42551",138,"12","0",22,"75o-12_42551",0.76249999999709,14,"75o",4,51.7096018737337,"75o_22"
"586","75o-13","209","42551",209,"13","0",22,"75o-13_42551",0.76249999999709,19,"75o",4,57.7049180330071,"75o_22"
"587","75o-14","146","42551",146,"14","1",21,"75o-14_42551",0.76249999999709,26,"75o",4,29.4577553595071,"75o_21"
"588","75o-15","95","42551",95,"15","1",21,"75o-15_42551",0.76249999999709,8,"75o",4,62.2950819674509,"75o_21"
"589","75o-16","116","42551",116,"16","1",21,"75o-16_42551",0.76249999999709,15,"75o",4,40.5683060110838,"75o_21"
"590","75o-17","344+","42551",500,"17","2",20,"75o-17_42551",0.76249999999709,26,"75o",4,100.882723833929,"75o_20"
"591","75o-18","245+","42551",500,"18","2",20,"75o-18_42551",0.76249999999709,22,"75o",4,119.225037258279,"75o_20"
"592","75o-19","146","42551",146,"19","2",20,"75o-19_42551",0.76249999999709,15,"75o",4,51.0601092898124,"75o_20"
"593","GDH-11","78","42551",78,"11","0",22,"GDH-11_42551",0.764583333337214,9,"GDH",4,45.3405994548108,"GDH_22"
"594","GDH-12","421+","42551",500,"12","0",22,"GDH-12_42551",0.764583333337214,26,"GDH",4,100.607839026947,"GDH_22"
"595","GDH-13","409+","42551",500,"13","0",22,"GDH-13_42551",0.764583333337214,29,"GDH",4,90.2001315414007,"GDH_22"
"596","GDH-14","281","42551",281,"14","1",21,"GDH-14_42551",0.764583333337214,21,"GDH",4,70.0038925648452,"GDH_21"
"597","GDH-15","426+","42551",500,"15","1",21,"GDH-15_42551",0.764583333337214,28,"GDH",4,93.4215648107364,"GDH_21"
"598","GDH-16","416+","42551",500,"16","1",21,"GDH-16_42551",0.764583333337214,33,"GDH",4,79.2667822636552,"GDH_21"
"599","GDH-17","337+","42551",500,"17","2",20,"GDH-17_42551",0.764583333337214,28,"GDH",4,93.4215648107364,"GDH_20"
"600","GDH-18","213","42551",213,"18","2",20,"GDH-18_42551",0.764583333337214,17,"GDH",4,65.548966180145,"GDH_20"
"601","GDH-19","114","42551",114,"19","2",20,"GDH-19_42551",0.764583333337214,12,"GDH",4,49.7002724793118,"GDH_20"
"602","GNDH-11","204","42551",204,"11","0",22,"GNDH-11_42551",0.764583333337214,17,"GNDH",4,62.7792915528149,"GNDH_22"
"603","GNDH-12","157","42551",157,"12","0",22,"GNDH-12_42551",0.760416666664241,18,"GNDH",4,45.8812785389591,"GNDH_22"
"604","GNDH-13","136","42551",136,"13","0",22,"GNDH-13_42551",0.760416666664241,12,"GNDH",4,59.6164383563545,"GNDH_22"
"605","GNDH-14","290","42551",290,"14","1",21,"GNDH-14_42551",0.760416666664241,16,"GNDH",4,95.3424657537288,"GNDH_21"
"606","GNDH-15","296","42551",296,"15","1",21,"GNDH-15_42551",0.760416666664241,21,"GNDH",4,74.144814090256,"GNDH_21"
"607","GNDH-16","246","42551",246,"16","1",21,"GNDH-16_42551",0.760416666664241,15,"GNDH",4,86.2684931509601,"GNDH_21"
"608","GNDH-17","320+","42551",500,"17","2",20,"GNDH-17_42551",0.760416666664241,28,"GNDH",4,93.9334637967771,"GNDH_20"
"609","GNDH-18","391+","42551",500,"18","2",20,"GNDH-18_42551",0.760416666664241,40,"GNDH",4,65.753424657744,"GNDH_20"
"610","GNDH-19","178","42551",178,"19","2",20,"GNDH-19_42551",0.760416666664241,12,"GNDH",4,78.0273972605228,"GNDH_20"
"611","SDR-11","328+","42551",500,"11","0",22,"SDR-11_42551",0.760416666664241,22,"SDR",4,119.551681195898,"SDR_22"
"612","SDR-12","301","42551",301,"12","0",22,"SDR-12_42551",0.760416666664241,25,"SDR",4,63.333698630339,"SDR_22"
"613","SDR-13","286+","42551",500,"13","0",22,"SDR-13_42551",0.760416666664241,29,"SDR",4,90.6943788382675,"SDR_22"
"614","SDR-14","418+","42551",500,"14","1",21,"SDR-14_42551",0.760416666664241,30,"SDR",4,87.671232876992,"SDR_21"
"615","SDR-15","498+","42551",500,"15","1",21,"SDR-15_42551",0.760416666664241,31,"SDR",4,84.8431285906374,"SDR_21"
"616","SDR-16","300+","42551",500,"16","1",21,"SDR-16_42551",0.760416666664241,15,"SDR",4,175.342465753984,"SDR_21"
"617","SDR-17","65","42551",65,"17","2",20,"SDR-17_42551",0.760416666664241,7,"SDR",4,48.8454011743241,"SDR_20"
"618","SDR-18","168","42551",168,"18","2",20,"SDR-18_42551",0.760416666664241,14,"SDR",4,63.1232876714342,"SDR_20"
"619","SDR-19","219","42551",219,"19","2",20,"SDR-19_42551",0.775000000001455,12,"SDR",4,94.1935483869199,"SDR_20"
"620","PVEC-11","193","42551",193,"11","0",22,"PVEC-11_42551",0.760416666664241,17,"PVEC",4,59.7195809832686,"PVEC_22"
"621","PVEC-12","323+","42551",500,"12","0",22,"PVEC-12_42551",0.760416666664241,24,"PVEC",4,109.58904109624,"PVEC_22"
"622","PVEC-13","368+","42551",500,"13","0",22,"PVEC-13_42551",0.760416666664241,32,"PVEC",4,82.19178082218,"PVEC_22"
"623","PVEC-14","245+","42551",500,"14","1",21,"PVEC-14_42551",0.760416666664241,18,"PVEC",4,146.118721461653,"PVEC_21"
"624","PVEC-15","299+","42551",500,"15","1",21,"PVEC-15_42551",0.760416666664241,23,"PVEC",4,114.353782013468,"PVEC_21"
"625","PVEC-16","371+","42551",500,"16","1",21,"PVEC-16_42551",0.760416666664241,26,"PVEC",4,101.159114858068,"PVEC_21"
"626","PVEC-17","347+","42551",500,"17","2",20,"PVEC-17_42551",0.760416666664241,23,"PVEC",4,114.353782013468,"PVEC_20"
"627","PVEC-18","327+","42551",500,"18","2",20,"PVEC-18_42551",0.760416666664241,14,"PVEC",4,187.866927593554,"PVEC_20"
"628","PVEC-19","314","42551",314,"19","2",20,"PVEC-19_42551",0.760416666664241,34,"PVEC",4,48.5801772765449,"PVEC_20"
"629","Lgno-12","23","42551",23,"12","0",22,"Lgno-12_42551",0.76875000000291,2,"Lgno",4,59.8373983737572,"Lgno_22"
"630","Lgno-13","12","42551",12,"13","0",22,"Lgno-13_42551",0.76875000000291,5,"Lgno",4,12.4878048780015,"Lgno_22"
"631","Lgno-14","32","42551",32,"14","1",21,"Lgno-14_42551",0.76875000000291,2,"Lgno",4,83.25203252001,"Lgno_21"
"632","Ax-13","160","42551",160,"13","0",22,"Ax-13_42551",0.76875000000291,16,"Ax",4,52.0325203250063,"Ax_22"
"633","Ax-14","94","42551",94,"14","1",21,"Ax-14_42551",0.76875000000291,22,"Ax",4,22.232076866139,"Ax_21"
"634","Ax-16","43","42551",43,"16","1",21,"Ax-16_42551",0.76875000000291,4,"Ax",4,55.9349593493817,"Ax_21"
"635","Ax-18","294+","42551",500,"18","2",20,"Ax-18_42551",0.770833333328483,26,"Ax",4,99.7920997927278,"Ax_20"
"636","Gno-11","50+","42551",500,"11","0",22,"Gno-11_42551",0.76875000000291,26,"Gno",4,100.062539086551,"Gno_22"
"637","Gno-12","147","42551",147,"12","0",22,"Gno-12_42551",0.76875000000291,19,"Gno",4,40.2567394093469,"Gno_22"
"638","Gno-13","286","42551",286,"13","0",22,"Gno-13_42551",0.76875000000291,22,"Gno",4,67.6422764225081,"Gno_22"
"639","Gno-14","76","42551",76,"14","1",21,"Gno-14_42551",0.76875000000291,9,"Gno",4,43.9385727188942,"Gno_21"
"640","Gno-15","70","42551",70,"15","1",21,"Gno-15_42551",0.76875000000291,11,"Gno",4,33.1116038431858,"Gno_21"
"641","Gno-16","192","42551",192,"16","1",21,"Gno-16_42551",0.76875000000291,16,"Gno",4,62.4390243900075,"Gno_21"
"642","Gno-18","74","42551",74,"18","2",20,"Gno-18_42551",0.76875000000291,16,"Gno",4,24.0650406503154,"Gno_20"
"643","Gno-19","181","42551",181,"19","2",20,"Gno-19_42551",0.76875000000291,18,"Gno",4,52.3215898823674,"Gno_20"
"644","7636-11","182","42551",182,"11","0",22,"7636-11_42551",0.761805555557657,7,"7636",4,136.517775751674,"7636_22"
"645","7636-12","126","42551",126,"12","0",22,"7636-12_42551",0.761805555557657,12,"7636",4,55.1321786689454,"7636_22"
"646","7636-14","305+","42551",500,"14","1",21,"7636-14_42551",0.764583333337214,32,"7636",4,81.7438692093944,"7636_21"
"647","7636-15","200+","42551",500,"15","1",21,"7636-15_42551",0.764583333337214,24,"7636",4,108.991825612526,"7636_21"
"648","7636-16","283","42551",283,"16","1",21,"7636-16_42551",0.764583333337214,29,"7636",4,51.0532744524328,"7636_21"
"649","7636-17","222","42551",222,"17","2",20,"7636-17_42551",0.764583333337214,26,"7636",4,44.6698805279644,"7636_20"
"650","7636-19","207","42551",207,"19","2",20,"7636-19_42551",0.764583333337214,22,"7636",4,49.2246717857299,"7636_20"
"651","10862-11","233","42551",233,"11","0",22,"10862-11_42551",0.764583333337214,25,"10862",4,48.7585831060196,"10862_22"
"652","10862-12","213","42551",213,"12","0",22,"10862-12_42551",0.764583333337214,17,"10862",4,65.548966180145,"10862_22"
"653","10862-13","286","42551",286,"13","0",22,"10862-13_42551",0.764583333337214,18,"10862",4,83.1244323338197,"10862_22"
"654","10862-14","303+","42551",500,"14","1",21,"10862-14_42551",0.764583333337214,26,"10862",4,100.607839026947,"10862_21"
"655","10862-15","147","42551",147,"15","1",21,"10862-15_42551",0.764583333337214,23,"10862",4,33.4367965879123,"10862_21"
"656","10862-16","226","42551",226,"16","1",21,"10862-16_42551",0.764583333337214,17,"10862",4,69.5496073085106,"10862_21"
"657","10862-17","312","42551",312,"17","2",20,"10862-17_42551",0.764583333337214,27,"10862",4,60.4541326064143,"10862_20"
"658","10862-18","271+","42551",500,"18","2",20,"10862-18_42551",0.764583333337214,34,"10862",4,76.9354063147241,"10862_20"
